ts_s,ang1,ang2,ang3,ang1_filtered,ang2_filtered,ang3_filtered,ang_principal,ang_principal_filtered
0.0,86.34814,12.324577,-88.631485,43.40283761438879,6.183827942254746,-44.61756272210247,18.469657156340617,9.172262028306534
0.0021836470114891143,86.15246184335464,12.45872279329429,-88.57020404327417,43.793963454299075,6.235193646942519,-45.01400087169485,18.531676778866576,9.256143052368316
0.0043672940229782286,85.79146568670929,12.706201186588583,-88.45715008654835,44.18467301638893,6.286780946338455,-45.40996758574633,18.646093460586677,9.340499707948622
0.006550941034467343,85.52155,12.89124,-88.37262,44.57496630065838,6.338589840442555,-45.80546286425691,18.73164245231131,9.425331995047454
0.008734588045956457,85.64825336090125,12.809384639277571,-88.4402689337923,44.96505670424582,6.3905067328192375,-46.20072837995198,18.66331198188731,9.51039608994897
0.010918235057445571,85.80775833156135,12.706338146923052,-88.52543116724037,45.355113345245826,6.4424502180579175,-46.595999061415334,18.577291772141926,9.5954549986002
0.013101882068934687,85.96726330222144,12.603291654568531,-88.61059340068846,45.7449267103429,6.494585317832248,-46.99130696475771,18.49127156239654,9.680476537789648
0.0152855290804238,86.12676827288153,12.50024516221401,-88.69575563413653,46.13449679953705,6.546912032142231,-47.386652089979094,18.405251352651156,9.765460707517313
0.017469176091912914,86.28627324354163,12.397198669859492,-88.7809178675846,46.52403016276575,6.599267673397836,-47.78200283437371,18.31923114290577,9.85043923579202
0.01965282310340203,86.44577821420172,12.294152177504971,-88.86608010103268,46.91383421013655,6.651486827254977,-48.17769733253945,18.23321093316039,9.93507096114106
0.021836470114891142,86.60528318486182,12.19110568515045,-88.95124233448075,47.3042078942143,6.703418752493555,-48.57411523756851,18.147190723415004,10.018972862884597
0.024020117126380258,86.76478815552191,12.088059192795932,-89.03640456792883,47.695151214999,6.755063449113571,-48.9712565494609,18.06117051366962,10.102144941022633
0.026203764137869373,86.924293126182,11.98501270044141,-89.12156680137691,48.08651063203935,6.806498337005948,-49.368926280402604,17.975150303924234,10.184783912944312
0.028387411149358485,87.08379809684209,11.88196620808689,-89.20672903482499,48.47787004907971,6.857933224898325,-49.766596011344305,17.88913009417885,10.26742288486599
0.0305710581608476,87.20159,11.805868,-89.26962,48.869229466120075,6.909368112790702,-50.164265742286005,17.825605527050826,10.350061856787667
0.032754705172336716,88.49547918860924,10.87249996280567,-89.7094470803344,49.2606141880622,6.9606321506212225,-50.56117452724816,17.38343939472392,10.433468113061043
0.03493835218382583,88.9253840329852,10.556603512594696,-89.8202758738914,49.652020914519596,7.011747621473241,-50.95742161244996,17.272061213125493,10.517541580786073
0.03712199919531494,88.9471751504314,10.527439059054942,-89.74551955831731,50.043427640977,7.062863092325259,-51.35366869765174,17.34730820492038,10.601615048511102
0.03930564620680406,88.96896626787759,10.498274605515189,-89.67076324274322,50.43483436743439,7.113978563177277,-51.74991578285355,17.422555196715265,10.68568851623613
0.04148929321829317,88.99075738532379,10.469110151975434,-89.59600692716913,50.826241093891795,7.165094034029295,-52.14616286805534,17.49780218851015,10.76976198396116
0.043672940229782284,89.01254850276997,10.439945698435679,-89.52125061159502,51.21701406764009,7.216642313935135,-52.54216474472496,17.573049180305034,10.854083035155163
0.0458565872412714,89.03433962021616,10.410781244895924,-89.44649429602093,51.607496847909154,7.2683887758185435,-52.938054341137516,17.64829617209992,10.93851745408272
0.048040234252760515,89.04575,10.39551,-89.40735,51.997979628178214,7.320135237701951,-53.33394393755007,17.687697398590068,11.022951873010278
0.05022388126424963,88.65152496560928,10.71329964113601,-89.47104910852391,52.38846240844727,7.3718816995853595,-53.72983353396262,17.623379230738184,11.107386291937836
0.052407528275738746,88.36452511939355,10.913517923669874,-89.34473136790072,52.778945188716335,7.423628161468767,-54.12572313037518,17.75051351828487,11.191820710865395
0.05459117528722786,88.0775252731778,11.113736206203738,-89.21841362727754,53.16942796898539,7.475374623352176,-54.52161272678774,17.877647805831558,11.276255129792952
0.05677482229871697,87.79052542696206,11.3139544887376,-89.09209588665436,53.55991074925445,7.527121085235583,-54.917502323200296,18.004782093378243,11.36068954872051
0.05895846931020608,88.12895,11.334601,-89.07907,53.95039352952351,7.578867547118993,-55.313391919612855,18.002814198311086,11.445123967648067
0.0611421163216952,88.01016536572936,11.419648373262103,-89.0459528816666,54.34069787036196,7.63070732604771,-55.70890512404355,18.036196505994326,11.529936272453458
0.06332576333318432,87.88907777164827,11.506344618735751,-89.01219369886897,54.730352135504276,7.683149883811996,-56.10478852982928,18.070226019551004,11.614373762660284
0.06550941034467343,87.76799017756717,11.593040864209398,-88.97843451607135,55.11963713550428,7.735983659596748,-56.501205704717165,18.104255533107686,11.698272995388429
0.06769305735616254,87.64690258348608,11.679737109683044,-88.94467533327372,55.50892213550428,7.788817435381502,-56.89762287960506,18.138285046664365,11.782172228116577
0.06987670436765166,87.57443,11.731626,-88.92447,55.89833457795095,7.8415770290372,-57.29415639008471,18.15865217659987,11.865954114973746
0.07206035137914077,87.30658775463067,11.9266949176986,-88.87565340799023,56.28881113214982,7.8937172209363435,-57.69166127292589,18.207949518448473,11.948756193896955
0.07424399839062988,87.02271728254877,12.13343715762886,-88.82391553146468,56.68035179810087,7.945238011078931,-58.090137528128615,18.260196913864565,12.030578464886197
0.076427645402119,86.79444,12.299691,-88.78231,57.07207334518608,7.996653513321084,-58.48877890032592,18.302212180046936,12.11223418497515
0.07861129241360812,86.79444,12.299691,-88.78231,57.46379489227128,8.048069015563236,-58.88742027252323,18.302212180046936,12.1938899050641
0.08079493942509723,86.79444,12.299691,-88.78231,57.85556776803931,8.099455955475625,-59.28611962665502,18.302212180046936,12.275487191441824
0.08297858643658634,86.79444,12.299691,-88.78231,58.24796417050247,8.15049592807649,-59.685523329349756,18.302212180046936,12.35637464119718
0.08516223344807546,86.79444,12.299691,-88.78231,58.64082789247556,8.20127585632761,-60.085454925762306,18.302212180046936,12.436730084055181
0.08734588045956457,86.79444,12.299691,-88.78231,59.03369161444866,8.252055784578731,-60.48538652217486,18.302212180046936,12.51708552691318
0.08952952747105368,86.79444,12.299691,-88.78231,59.42655533642175,8.302835712829852,-60.88531811858742,18.302212180046936,12.597440969771178
0.0917131744825428,86.79444,12.299691,-88.78231,59.82045512698713,8.35275845996349,-61.28499285034444,18.302212180046936,12.678055872839316
0.09389682149403192,86.79444,12.299691,-88.78231,60.2161496561351,8.401196347855864,-61.684222626129184,18.302212180046936,12.75912022805112
0.09608046850552103,86.79444,12.299691,-88.78231,60.61184418528309,8.449634235748242,-62.083452401913945,18.302212180046936,12.84018458326292
0.09826411551701014,86.031685,12.869486,-88.72231,61.007538714431064,8.498072123640618,-62.48268217769869,18.362999519586882,12.921248938474724
0.10044776252849925,86.031685,12.869486,-88.72231,61.403819387932,8.546029657211761,-62.881755264016306,18.362999519586882,13.00247118176552
