1761643183141,-87.35881,-19.996601,-110.81947
1761643183147,-87.37355,-20.169163,-110.762856
1761643183147,-87.37355,-20.169163,-110.762856
1761643183148,-87.37355,-20.169163,-110.762856
1761643183148,-87.37355,-20.169163,-110.762856
1761643183162,-87.43474,-19.760044,-111.19061
1761643183163,-87.43474,-19.760044,-111.19061
1761643183164,-87.43474,-19.760044,-111.19061
1761643183164,-87.43474,-19.760044,-111.19061
1761643183168,-87.43474,-19.760044,-111.19061
1761643183180,-87.43474,-19.760044,-111.19061
1761643183181,-87.43474,-19.760044,-111.19061
1761643183181,-87.37874,-19.487228,-111.18754
1761643183182,-87.37874,-19.487228,-111.18754
1761643183183,-87.37874,-19.487228,-111.18754
1761643183183,-87.37874,-19.487228,-111.18754
1761643183184,-87.44655,-19.934534,-111.120155
1761643183193,-87.495605,-20.59085,-110.87887
1761643183195,-87.495605,-20.59085,-110.87887
1761643183197,-87.495605,-20.59085,-110.87887
1761643183199,-87.495605,-20.59085,-110.87887
1761643183201,-87.806625,-21.492348,-111.24959
1761643183203,-87.806625,-21.492348,-111.24959
1761643183205,-87.806625,-21.492348,-111.24959
1761643183207,-87.806625,-21.492348,-111.24959
1761643183209,-87.94208,-21.492348,-111.24959
1761643183211,-88.344185,-21.782192,-112.18973
1761643183212,-88.344185,-21.782192,-112.18973
1761643183213,-88.344185,-21.782192,-112.18973
1761643183213,-88.344185,-21.782192,-112.18973
1761643183221,-88.344185,-21.782192,-112.18973
1761643183221,-88.344185,-21.782192,-112.18973
1761643183222,-88.344185,-21.782192,-112.18973
1761643183222,-87.520096,-20.369003,-110.68482
1761643183223,-87.520096,-20.369003,-110.68482
1761643183223,-87.520096,-20.369003,-110.68482
1761643183224,-87.520096,-20.369003,-110.68482
1761643183224,-87.520096,-20.369003,-110.68482
1761643183224,-87.520096,-20.369003,-110.68482
1761643183225,-87.520096,-20.369003,-110.68482
1761643183225,-87.520096,-20.369003,-110.68482
1761643183226,-87.520096,-20.369003,-110.68482
1761643183227,-87.31269,-19.751177,-110.419785
1761643183228,-87.31269,-19.751177,-110.419785
1761643183228,-87.31269,-19.751177,-110.419785
1761643183229,-87.31269,-19.751177,-110.419785
1761643183229,-87.31269,-19.751177,-110.419785
1761643183229,-87.31269,-19.751177,-110.419785
1761643183230,-87.31269,-19.751177,-110.419785
1761643183230,-87.31269,-19.751177,-110.419785
1761643183231,-87.31269,-19.751177,-110.419785
1761643183231,-87.31269,-19.751177,-110.419785
1761643183232,-87.31269,-19.751177,-110.419785
1761643183232,-87.31269,-19.751177,-110.419785
1761643183234,-87.31269,-19.751177,-110.419785
1761643183235,-87.31269,-19.751177,-110.419785
1761643183236,-87.47267,-20.752853,-110.3319
1761643183237,-87.47267,-20.752853,-110.3319
1761643183237,-87.47267,-20.752853,-110.3319
1761643183238,-87.47267,-20.752853,-110.3319
1761643183238,-87.47267,-20.752853,-110.3319
1761643183239,-87.47267,-20.752853,-110.3319
1761643183239,-87.47267,-20.752853,-110.3319
1761643183240,-87.47267,-20.752853,-110.3319
1761643183240,-87.47267,-20.752853,-110.3319
1761643183241,-87.47267,-20.752853,-110.3319
1761643183242,-87.47267,-20.752853,-110.3319
1761643183242,-87.47267,-20.752853,-110.3319
